"","id","approve"
"334",1335,1
"335",1340,0
"336",1346,1
"337",1352,0
"338",1353,1
"339",1354,1
"340",1357,0
"341",1358,0
"342",1361,0
"343",1363,0
"344",1364,1
"345",1368,1
"346",1369,1
"347",1370,1
"348",1372,1
"349",1374,1
"350",1375,0
"351",1376,1
"352",1379,1
"353",1381,1
"354",1382,0
"355",1383,1
"356",1391,1
"357",1392,1
"358",1395,1
"359",1399,1
"360",1400,1
"361",1410,1
"362",1412,1
"363",1414,1
"364",1420,1
"365",1430,1
"366",1441,1
"367",1447,1
"368",1450,1
"369",1451,1
"370",1453,1
"371",1455,1
"372",1457,1
"373",1461,1
"374",1464,1
"375",1467,1
"376",1472,1
"377",1474,1
"378",1478,1
"379",1480,1
"380",1486,1
"381",1487,1
"382",1499,1
"383",1500,1
"384",1501,1
"385",1502,1
"386",1508,1
"387",1510,1
"388",1518,1
"389",1521,1
"390",1525,1
"391",1528,1
"392",1529,1
"393",1532,1
"394",1539,1
"395",1543,1
"396",1544,1
"397",1554,1
"398",1562,1
"399",1566,1
"400",1567,1
"401",1568,1
"402",1580,1
"403",1582,1
"404",1584,1
"405",1586,1
"406",1588,1
"407",1589,1
"408",1590,1
"409",1592,1
"410",1595,1
"411",1598,1
"412",1604,1
"413",1610,1
"414",1617,0
"415",1622,0
"416",1623,1
"417",1625,0
"418",1626,1
"419",1627,1
"420",1632,1
"421",1634,0
"422",1641,1
"423",1645,1
"424",1646,1
"425",1650,0
"426",1656,1
"427",1657,1
"428",1660,1
"429",1664,1
"430",1666,1
"431",1669,1
"432",1671,1
"433",1677,1
"434",1680,1
"435",1681,1
"436",1682,1
"437",1691,0
"438",1696,1
"439",1698,1
"440",1705,1
"441",1707,1
"442",1712,1
"443",1715,1
"444",1717,1
"445",1721,1
"446",1725,1
"447",1728,1
"448",1737,0
"449",1738,1
"450",1739,1
"451",1742,0
"452",1747,1
"453",1750,1
"454",1760,1
"455",1764,1
"456",1765,1
"457",1767,1
"458",1769,1
"459",1773,1
"460",1774,1
"461",1775,1
"462",1781,1
"463",1783,1
"464",1791,1
"465",1797,1
"466",1799,1
"467",1806,1
"468",1815,1
"469",1820,1
"470",1822,1
"471",1826,1
"472",1830,1
"473",1845,1
"474",1849,1
"475",1850,1
"476",1860,1
"477",1861,1
"478",1864,0
"479",1868,1
"480",1869,1
"481",1873,1
"482",1877,0
"483",1880,1
"484",1881,1
"485",1885,1
"486",1887,1
"487",1889,1
"488",1890,1
"489",1893,1
"490",1899,1
"491",1905,0
"492",1906,1
"493",1917,1
"494",1927,1
"495",1930,1
"496",1933,1
"497",1935,1
"498",1939,1
"499",1942,1
"500",1951,1
"501",1954,1
"502",1955,1
"503",1971,1
"504",1979,1
"505",1980,0
"506",1984,1
"507",1990,1
"508",1992,1
"509",1993,1
"510",1994,1
"511",1997,0
"512",1998,0
"513",2006,1
"514",2008,1
"515",2015,1
"516",2020,1
"517",2023,1
"518",2024,0
"519",2031,1
"520",2033,0
"521",2034,1
"522",2037,1
"523",2045,1
"524",2046,1
"525",2049,1
"526",2050,1
"527",2052,1
"528",2056,1
"529",2057,1
"530",2060,0
"531",2066,1
"532",2067,1
"533",2068,1
"534",2069,1
"535",2070,1
"536",2081,1
"537",2082,1
"538",2087,1
"539",2091,1
"540",2095,1
"541",2100,1
"542",2102,1
"543",2108,1
"544",2110,1
"545",2114,1
"546",2119,1
"547",2123,1
"548",2128,1
"549",2152,1
"550",2158,1
"551",2159,1
"552",2161,0
"553",2162,1
"554",2168,1
"555",2170,1
"556",2185,1
"557",2186,1
"558",2187,1
"559",2190,1
"560",2193,1
"561",2196,1
"562",2197,1
"563",2198,1
"564",2200,1
"565",2208,1
"566",2216,1
"567",2217,1
"568",2218,1
"569",2219,1
"570",2221,1
"571",2224,1
"572",2228,1
"573",2230,1
"574",2234,0
"575",2235,1
"576",2238,1
"577",2241,1
"578",2247,1
"579",2248,1
"580",2250,1
"581",2252,1
"582",2257,0
"583",2258,1
"584",2259,1
"585",2263,1
"586",2264,1
"587",2271,1
"588",2274,1
"589",2277,1
"590",2291,1
"591",2296,1
"592",2298,1
"593",2302,1
"594",2306,1
"595",2310,1
"596",2321,1
"597",2326,1
"598",2327,1
"599",2332,1
"600",2337,1
"601",2343,1
"602",2344,1
"603",2347,1
"604",2352,1
"605",2354,0
"606",2370,1
"607",2372,1
"608",2386,1
"609",2393,1
"610",2396,0
"611",2400,1
"612",2402,1
"613",2408,1
"614",2409,1
"615",2412,1
"616",2415,1
"617",2421,1
"618",2424,1
"619",2426,1
"620",2427,0
"621",2429,1
"622",2432,1
"623",2434,1
"624",2436,1
"625",2452,1
"626",2465,1
"627",2468,1
"628",2469,1
"629",2470,1
"630",2475,1
"631",2478,1
"632",2492,1
"633",2502,1
"634",2508,1
"635",2511,0
"636",2512,1
"637",2517,0
"638",2523,1
"639",2528,1
"640",2533,1
"641",2548,1
"642",2553,1
"643",2555,0
"644",2556,1
"645",2557,1
"646",2558,1
"647",2560,1
"648",2565,1
"649",2567,1
"650",2577,1
"651",2583,1
"652",2588,1
"653",2591,1
"654",2596,1
"655",2602,1
"656",2604,1
"657",2606,1
"658",2611,1
"659",2615,1
"660",2620,1
"661",2627,1
"662",2632,1
"663",2643,1
"664",2645,1
"665",2646,1
"666",2649,1
"667",2651,1
"668",2655,0
"669",2664,1
"670",2666,1
"671",2667,1
"672",2669,1
"673",2670,1
"674",2676,1
"675",2677,1
"676",2684,1
"677",2685,1
"678",2687,1
"679",2690,1
"680",2695,1
"681",2698,1
"682",2699,1
"683",2705,1
"684",2708,1
"685",2712,1
"686",2714,1
"687",2717,1
"688",2725,1
"689",2731,1
"690",2736,1
"691",2743,1
"692",2748,1
"693",2752,1
"694",2758,1
"695",2759,1
"696",2768,1
"697",2781,1
"698",2790,1
"699",2792,1
"700",2793,1
"701",2794,1
"702",2798,1
"703",2801,1
"704",2803,1
"705",2808,0
"706",2813,1
"707",2814,1
"708",2826,0
"709",2834,0
"710",2835,0
"711",2841,1
"712",2842,1
"713",2846,1
"714",2847,1
"715",2848,1
"716",2850,1
"717",2855,1
"718",2860,1
"719",2861,0
"720",2862,1
"721",2864,1
"722",2871,1
"723",2876,1
"724",2883,1
"725",2886,1
"726",2890,0
"727",2891,1
"728",2896,1
"729",2899,1
"730",2903,1
"731",2912,1
"732",2913,1
"733",2915,1
"734",2922,1
"735",2924,1
"736",2927,1
"737",2930,1
"738",2936,1
"739",2938,0
"740",2939,1
"741",2947,1
"742",2961,1
"743",2962,1
"744",2976,1
"745",2977,1
"746",2981,1
"747",2982,1
"748",2983,0
"749",2984,1
"750",2989,1
"751",2990,1
"752",2992,1
"753",2993,1
"754",3006,1
"755",3008,1
"756",3012,1
"757",3013,1
"758",3020,0
"759",3026,1
"760",3031,1
"761",3037,1
"762",3040,1
"763",3052,1
"764",3054,1
"765",3060,1
"766",3065,1
"767",3067,0
"768",3069,1
"769",3071,1
"770",3072,1
"771",3073,1
"772",3075,1
"773",3076,1
"774",3078,1
"775",3082,1
"776",3086,1
"777",3089,1
"778",3090,1
"779",3093,0
"780",3095,1
"781",3100,1
"782",3102,1
"783",3106,1
"784",3107,1
"785",3109,1
"786",3111,1
"787",3115,1
"788",3123,1
"789",3125,1
"790",3126,1
"791",3129,0
"792",3131,1
"793",3132,1
"794",3134,1
"795",3135,1
"796",3136,1
"797",3137,1
"798",3140,1
"799",3147,1
"800",3149,1
"801",3156,0
"802",3158,1
"803",3160,1
"804",3163,1
"805",3169,1
"806",3174,1
"807",3178,1
"808",3187,1
"809",3191,1
"810",3196,1
"811",3208,1
"812",3218,1
"813",3220,1
"814",3221,1
"815",3229,1
"816",3231,1
"817",3239,1
"818",3246,0
"819",3249,1
"820",3250,1
"821",3262,1
"822",3264,0
"823",3267,1
"824",3268,1
"825",3273,1
"826",3282,1
"827",3283,1
"828",3288,0
"829",3295,1
"830",3296,1
"831",3301,1
"832",3310,1
"833",3313,1
"834",3315,1
"835",3321,1
"836",3326,1
"837",3331,1
"838",3340,0
"839",3350,1
"840",3353,1
"841",3362,1
"842",3368,1
"843",3380,1
"844",3383,1
"845",3386,1
"846",3391,1
"847",3398,1
"848",3402,1
"849",3403,1
"850",3406,1
"851",3408,1
"852",3409,1
"853",3417,1
"854",3419,0
"855",3422,0
"856",3425,1
"857",3432,1
"858",3433,0
"859",3434,0
"860",3436,0
"861",3437,1
"862",3446,1
"863",3453,1
"864",3462,1
"865",3468,1
"866",3474,1
"867",3483,1
"868",3485,1
"869",3489,1
"870",3493,1
"871",3505,1
"872",3521,0
"873",3522,1
"874",3526,1
"875",3530,1
"876",3531,0
"877",3533,1
"878",3534,1
"879",3538,0
"880",3539,0
"881",3542,1
"882",3544,1
"883",3547,1
"884",3551,1
"885",3553,1
"886",3562,1
"887",3571,1
"888",3581,1
"889",3583,1
"890",3588,1
"891",3596,1
"892",3609,1
"893",3611,1
"894",3613,1
"895",3615,1
"896",3618,1
"897",3625,1
"898",3632,1
"899",3635,1
"900",3636,1
"901",3641,1
"902",3642,1
"903",3648,1
"904",3650,0
"905",3652,1
"906",3656,0
"907",3662,1
"908",3668,1
"909",3674,1
"910",3689,1
"911",3694,1
"912",3713,1
"913",3723,1
"914",3725,1
"915",3726,1
"916",3727,1
"917",3737,1
"918",3743,1
"919",3747,1
"920",3750,1
"921",3766,1
"922",3768,0
"923",3775,1
"924",3777,1
"925",3779,1
"926",3780,1
"927",3789,1
"928",3792,1
"929",3794,1
"930",3797,1
"931",3806,1
"932",3807,0
"933",3809,1
"934",3811,1
"935",3813,1
"936",3816,1
"937",3817,1
"938",3820,0
"939",3821,1
"940",3827,1
"941",3828,1
"942",3831,1
"943",3840,1
"944",3843,1
"945",3844,1
"946",3850,1
"947",3868,1
"948",3874,1
"949",3876,1
"950",3877,1
"951",3881,1
"952",3885,0
"953",3886,1
"954",3888,1
"955",3898,1
"956",3905,1
"957",3907,1
"958",3910,1
"959",3911,1
"960",3918,1
"961",3919,1
"962",3928,1
"963",3930,1
"964",3934,1
"965",3936,1
"966",3937,1
"967",3939,0
"968",3947,1
"969",3948,1
"970",3955,1
"971",3958,1
"972",3961,0
"973",3965,1
"974",3966,1
"975",3967,1
"976",3977,1
"977",3980,1
"978",3982,1
"979",3984,1
"980",3985,1
"981",3987,1
"982",3989,1
"983",3994,1
"984",3996,1
"985",4001,1
"986",4003,1
"987",4010,1
"988",4013,1
"989",4016,1
"990",4018,1
"991",4019,1
"992",4027,1
"993",4033,1
"994",4038,1
"995",4042,1
"996",4045,0
"997",4047,1
"998",4051,1
"999",4056,1
"1000",4058,1
"1001",4062,1
"1002",4065,1
"1003",4068,1
"1004",4069,1
"1005",4079,1
"1006",4081,0
"1007",4082,1
"1008",4085,1
"1009",4090,1
"1010",4096,1
"1011",4098,1
"1012",4105,1
"1013",4114,0
"1014",4123,1
"1015",4125,1
"1016",4139,1
"1017",4148,1
"1018",4154,1
"1019",4162,1
"1020",4163,1
"1021",4169,1
"1022",4180,1
"1023",4189,1
"1024",4190,1
"1025",4200,1
"1026",4204,1
"1027",4209,1
"1028",4210,1
"1029",4214,0
"1030",4215,0
"1031",4216,1
"1032",4231,1
"1033",4234,1
"1034",4235,1
"1035",4242,1
"1036",4243,1
"1037",4244,0
"1038",4247,0
"1039",4251,1
"1040",4256,1
"1041",4257,1
"1042",4259,1
"1043",4268,1
"1044",4272,1
"1045",4275,1
"1046",4277,1
"1047",4278,1
"1048",4284,0
"1049",4287,1
"1050",4301,1
"1051",4302,1
"1052",4303,1
"1053",4309,1
"1054",4315,1
"1055",4316,1
"1056",4319,1
"1057",4325,0
"1058",4329,0
"1059",4330,1
"1060",4336,1
"1061",4339,1
"1062",4340,1
"1063",4346,1
"1064",4356,1
"1065",4358,1
"1066",4361,1
"1067",4362,1
"1068",4364,1
"1069",4365,1
"1070",4370,1
"1071",4372,1
"1072",4374,1
"1073",4379,1
"1074",4381,1
"1075",4382,1
"1076",4385,1
"1077",4395,1
"1078",4398,1
"1079",4399,1
"1080",4407,1
"1081",4410,1
"1082",4412,1
"1083",4419,1
"1084",4425,1
"1085",4428,1
"1086",4433,1
"1087",4435,0
"1088",4440,0
"1089",4442,1
"1090",4446,1
"1091",4449,1
"1092",4458,1
"1093",4461,1
"1094",4465,1
"1095",4468,1
"1096",4471,1
"1097",4472,1
"1098",4479,1
"1099",4481,1
"1100",4483,1
"1101",4485,1
"1102",4488,1
"1103",4491,1
"1104",4501,1
"1105",4504,1
"1106",4513,1
"1107",4516,0
"1108",4518,1
"1109",4520,1
"1110",4521,0
"1111",4522,1
"1112",4528,1
"1113",4529,0
"1114",4541,1
"1115",4542,1
"1116",4561,1
"1117",4562,1
"1118",4566,0
"1119",4569,1
"1120",4572,1
"1121",4575,1
"1122",4582,1
"1123",4596,1
"1124",4598,1
"1125",4599,1
"1126",4602,1
"1127",4607,1
"1128",4610,1
"1129",4614,1
"1130",4615,1
"1131",4621,1
"1132",4622,1
"1133",4626,1
"1134",4638,1
"1135",4640,1
"1136",4643,1
"1137",4649,1
"1138",4659,1
"1139",4660,1
"1140",4665,1
"1141",4666,1
"1142",4673,1
"1143",4699,1
"1144",4702,1
"1145",4708,1
"1146",4711,1
"1147",4718,1
"1148",4720,1
"1149",4721,1
"1150",4723,1
"1151",4724,1
"1152",4728,1
"1153",4737,1
"1154",4741,1
"1155",4743,1
"1156",4749,1
"1157",4750,0
"1158",4766,1
"1159",4771,1
"1160",4778,0
"1161",4782,1
"1162",4786,1
"1163",4787,1
"1164",4788,0
"1165",4789,1
"1166",4797,1
"1167",4804,1
"1168",4805,1
"1169",4808,1
"1170",4809,1
"1171",4810,0
"1172",4813,1
"1173",4817,0
"1174",4822,1
"1175",4838,1
"1176",4844,1
"1177",4851,1
"1178",4852,1
"1179",4856,1
"1180",4862,0
"1181",4864,1
"1182",4866,0
"1183",4887,1
"1184",4890,1
"1185",4893,1
"1186",4898,1
"1187",4900,1
"1188",4910,1
"1189",4915,1
"1190",4916,1
"1191",4926,1
"1192",4932,1
"1193",4940,1
"1194",4948,0
"1195",4958,1
"1196",4959,1
"1197",4963,1
"1198",4965,1
"1199",4970,1
"1200",4971,1
"1201",4976,1
"1202",4979,1
"1203",4982,1
"1204",4985,1
"1205",4986,1
"1206",4992,1
"1207",4994,1
"1208",4997,0
"1209",5000,0
"1210",5002,1
"1211",5003,1
"1212",5007,1
"1213",5015,1
"1214",5019,1
"1215",5022,1
"1216",5023,1
"1217",5029,1
"1218",5033,1
"1219",5036,1
"1220",5038,0
"1221",5039,1
"1222",5044,1
"1223",5045,1
"1224",5048,1
"1225",5051,1
"1226",5054,1
"1227",5058,1
"1228",5059,1
"1229",5062,0
"1230",5063,1
"1231",5070,1
"1232",5072,1
"1233",5073,1
"1234",5082,1
"1235",5083,1
"1236",5084,1
"1237",5088,1
"1238",5092,1
"1239",5095,1
"1240",5096,0
"1241",5097,1
"1242",5098,1
"1243",5100,1
"1244",5103,1
"1245",5107,1
"1246",5122,1
"1247",5124,1
"1248",5126,1
"1249",5127,1
"1250",5128,1
"1251",5132,1
"1252",5142,1
"1253",5165,1
"1254",5169,1
"1255",5170,1
"1256",5174,1
"1257",5180,1
"1258",5184,0
"1259",5186,0
"1260",5187,1
"1261",5191,1
"1262",5196,1
"1263",5201,1
"1264",5203,1
"1265",5207,1
"1266",5214,1
"1267",5215,1
"1268",5223,1
"1269",5231,1
"1270",5235,0
"1271",5238,1
"1272",5244,0
"1273",5245,1
"1274",5250,1
"1275",5251,1
"1276",5252,1
"1277",5253,1
"1278",5258,1
"1279",5274,1
"1280",5277,1
"1281",5284,1
"1282",5288,1
"1283",5289,1
"1284",5294,1
"1285",5296,1
"1286",5298,0
"1287",5302,1
"1288",5306,1
"1289",5313,1
"1290",5314,1
"1291",5317,1
"1292",5318,1
"1293",5324,1
"1294",5333,1
"1295",5336,1
"1296",5338,1
"1297",5340,1
"1298",5346,1
"1299",5350,1
"1300",5351,1
"1301",5356,1
"1302",5362,1
"1303",5365,1
"1304",5366,1
"1305",5367,1
"1306",5368,1
"1307",5369,1
"1308",5371,0
"1309",5373,1
"1310",5377,1
"1311",5386,1
"1312",5389,1
"1313",5390,1
"1314",5392,1
"1315",5397,1
"1316",5398,1
"1317",5402,1
"1318",5406,1
"1319",5408,1
"1320",5416,1
"1321",5425,1
"1322",5426,1
"1323",5433,1
"1324",5439,0
"1325",5441,1
"1326",5446,0
"1327",5456,1
"1328",5457,1
"1329",5461,1
"1330",5463,1
"1331",5467,1
"1332",5469,1
"1333",5472,1
"1334",5475,1
"1335",5479,0
"1336",5489,1
"1337",5490,0
"1338",5495,0
"1339",5497,1
"1340",5507,1
"1341",5508,1
"1342",5515,1
"1343",5519,1
"1344",5520,1
"1345",5524,1
"1346",5525,1
"1347",5528,1
"1348",5544,1
"1349",5552,0
"1350",5553,1
"1351",5556,1
"1352",5557,1
"1353",5559,1
"1354",5561,1
"1355",5564,1
"1356",5566,1
"1357",5567,1
"1358",5571,1
"1359",5574,1
"1360",5578,1
"1361",5582,1
"1362",5585,1
"1363",5595,1
"1364",5597,1
"1365",5603,1
"1366",5608,1
"1367",5620,1
"1368",5621,1
"1369",5626,0
"1370",5627,1
"1371",5629,1
"1372",5631,1
"1373",5633,1
"1374",5642,1
"1375",5643,1
"1376",5647,0
"1377",5650,1
"1378",5654,1
"1379",5657,1
"1380",5662,1
"1381",5663,1
"1382",5664,1
"1383",5668,1
"1384",5669,1
"1385",5671,1
"1386",5672,1
"1387",5673,1
"1388",5676,1
"1389",5685,1
"1390",5693,1
"1391",5694,1
"1392",5695,1
"1393",5698,1
"1394",5699,1
"1395",5702,1
"1396",5703,1
"1397",5706,1
"1398",5709,1
"1399",5715,0
"1400",5721,1
"1401",5728,1
"1402",5729,0
"1403",5736,1
"1404",5745,1
"1405",5753,0
"1406",5755,1
"1407",5758,1
"1408",5763,1
"1409",5768,1
"1410",5772,0
"1411",5777,0
"1412",5781,1
"1413",5782,1
"1414",5794,1
"1415",5796,1
"1416",5797,1
"1417",5799,1
"1418",5801,1
"1419",5807,1
"1420",5810,1
"1421",5812,1
"1422",5816,1
"1423",5827,1
"1424",5829,1
"1425",5830,1
"1426",5832,1
"1427",5841,1
"1428",5842,0
"1429",5846,1
"1430",5866,1
"1431",5867,1
"1432",5877,1
"1433",5883,1
"1434",5884,1
"1435",5886,1
"1436",5892,1
"1437",5894,1
"1438",5898,1
"1439",5899,1
"1440",5901,1
"1441",5902,1
"1442",5906,1
"1443",5912,1
"1444",5913,1
"1445",5915,1
"1446",5918,1
"1447",5923,1
"1448",5925,1
"1449",5927,1
"1450",5930,1
"1451",5932,1
"1452",5933,1
"1453",5934,1
"1454",5938,1
"1455",5939,0
"1456",5940,1
"1457",5945,0
"1458",5948,1
"1459",5951,1
"1460",5962,1
"1461",5965,0
"1462",5969,1
"1463",5971,1
"1464",5976,1
"1465",5978,1
"1466",5983,0
"1467",5996,1
"1468",5999,1
"1469",6001,1
"1470",6003,1
"1471",6008,1
"1472",6011,1
"1473",6013,1
"1474",6018,1
"1475",6019,1
"1476",6023,1
"1477",6024,1
"1478",6027,1
"1479",6028,1
"1480",6044,1
"1481",6046,1
"1482",6047,0
"1483",6048,1
"1484",6053,1
"1485",6054,1
"1486",6056,1
"1487",6060,1
"1488",6061,0
"1489",6063,1
"1490",6067,0
"1491",6078,1
"1492",6080,1
"1493",6085,0
"1494",6086,1
"1495",6087,1
"1496",6089,1
"1497",6094,1
"1498",6096,1
"1499",6099,1
"1500",6103,1
"1501",6106,1
"1502",6108,1
"1503",6116,1
"1504",6128,1
"1505",6129,1
"1506",6134,0
"1507",6145,1
"1508",6150,1
"1509",6154,1
"1510",6158,1
"1511",6161,1
"1512",6163,1
"1513",6165,1
"1514",6174,1
"1515",6180,0
"1516",6185,1
"1517",6190,0
"1518",6194,0
"1519",6206,1
"1520",6212,1
"1521",6213,1
"1522",6215,1
"1523",6219,1
"1524",6221,1
"1525",6225,1
"1526",6228,0
"1527",6232,1
"1528",6236,1
"1529",6237,1
"1530",6243,1
"1531",6245,1
"1532",6253,1
"1533",6254,1
"1534",6256,1
"1535",6266,1
"1536",6268,1
"1537",6269,0
"1538",6273,1
"1539",6280,0
"1540",6286,1
"1541",6290,1
"1542",6295,1
"1543",6299,1
"1544",6313,1
"1545",6314,1
"1546",6316,1
"1547",6319,1
"1548",6330,1
"1549",6334,1
"1550",6335,1
"1551",6358,1
"1552",6361,0
"1553",6363,1
"1554",6364,1
"1555",6365,1
"1556",6366,1
"1557",6369,1
"1558",6373,1
"1559",6375,0
"1560",6378,1
"1561",6381,1
"1562",6383,1
"1563",6387,1
"1564",6390,1
"1565",6391,1
"1566",6393,1
"1567",6397,1
"1568",6409,1
"1569",6412,1
"1570",6413,1
"1571",6415,1
"1572",6419,1
"1573",6429,1
"1574",6430,1
"1575",6438,1
"1576",6444,0
"1577",6445,1
"1578",6461,0
"1579",6463,1
"1580",6466,0
"1581",6468,1
"1582",6477,1
"1583",6480,1
"1584",6481,1
"1585",6489,0
"1586",6490,1
"1587",6496,1
"1588",6497,1
"1589",6500,1
"1590",6501,0
"1591",6503,1
"1592",6506,1
"1593",6507,1
"1594",6515,1
"1595",6520,1
"1596",6523,1
"1597",6525,1
"1598",6526,1
"1599",6527,1
"1600",6532,1
"1601",6538,1
"1602",6542,1
"1603",6545,1
"1604",6546,1
"1605",6547,1
"1606",6549,1
"1607",6552,1
"1608",6557,1
"1609",6559,1
"1610",6565,1
"1611",6566,1
"1612",6571,1
"1613",6575,0
"1614",6577,1
"1615",6581,1
"1616",6589,1
"1617",6590,1
"1618",6595,1
"1619",6600,1
"1620",6611,1
"1621",6617,1
"1622",6619,0
"1623",6625,1
"1624",6629,1
"1625",6633,0
"1626",6634,1
"1627",6640,1
"1628",6643,1
"1629",6651,0
"1630",6656,1
"1631",6657,1
"1632",6662,1
"1633",6663,1
"1634",6684,1
"1635",6686,1
"1636",6687,1
"1637",6692,1
"1638",6693,1
"1639",6695,1
"1640",6699,1
"1641",6702,1
"1642",6704,1
"1643",6709,1
"1644",6714,1
"1645",6716,1
"1646",6718,1
"1647",6719,1
"1648",6721,1
"1649",6728,1
"1650",6730,0
"1651",6737,1
"1652",6739,1
"1653",6743,1
"1654",6744,1
"1655",6747,1
"1656",6752,1
"1657",6753,1
"1658",6758,1
"1659",6760,1
"1660",6763,1
"1661",6766,1
"1662",6773,1
"1663",6779,1
"1664",6780,1
"1665",6781,1
"1666",6783,1
"1667",6789,1
"1668",6793,1
"1669",6799,1
"1670",6804,1
"1671",6809,0
"1672",6810,1
"1673",6811,1
"1674",6816,1
"1675",6817,1
"1676",6825,1
"1677",6837,1
"1678",6838,1
"1679",6847,1
"1680",6848,1
"1681",6850,1
"1682",6851,1
"1683",6853,1
"1684",6860,1
"1685",6864,1
"1686",6867,1
"1687",6869,1
"1688",6877,0
"1689",6878,1
"1690",6879,1
"1691",6881,1
"1692",6883,1
